Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
58,non-binary,39568,doctorate,2,skiing,1026,suburban,235,247,spring,0,0,1
41,non-binary,58035,doctorate,9,skiing,3351,suburban,142,11,summer,0,0,0
52,female,97747,high school,4,hiking,785,suburban,151,31,winter,1,0,0
47,non-binary,41637,high school,2,hiking,3264,urban,26,219,spring,1,1,1
47,non-binary,28188,doctorate,4,swimming,4151,urban,227,191,fall,1,0,0
64,non-binary,50301,doctorate,5,hiking,2646,rural,130,195,summer,0,0,1
52,male,21955,doctorate,3,swimming,1974,rural,264,40,fall,1,1,0
36,female,83618,doctorate,0,swimming,4165,suburban,125,215,spring,0,1,0
67,non-binary,53114,doctorate,9,swimming,949,suburban,13,119,summer,0,0,0
25,male,60058,master,1,swimming,1634,urban,18,292,summer,1,1,0
43,female,92143,master,4,hiking,613,urban,164,76,fall,1,1,0
66,male,83527,master,8,sunbathing,4896,suburban,274,299,winter,0,1,0
57,male,65477,doctorate,3,hiking,725,urban,246,287,summer,1,1,1
24,female,119283,doctorate,0,skiing,2075,suburban,76,28,spring,0,1,0
47,non-binary,91724,bachelor,7,skiing,4179,suburban,120,165,summer,0,0,1
24,non-binary,24285,master,1,sunbathing,1563,rural,191,31,fall,0,1,0
20,male,44527,master,7,sunbathing,2462,urban,47,190,spring,1,0,0
18,female,100488,bachelor,5,sunbathing,4546,rural,278,81,spring,0,1,0
53,female,88471,bachelor,3,hiking,4746,rural,0,120,fall,0,1,1
42,non-binary,96382,master,4,sunbathing,4608,rural,65,262,spring,0,1,0
54,male,83041,master,9,swimming,1397,suburban,176,103,spring,0,0,0
18,non-binary,64805,master,8,swimming,4859,urban,198,183,summer,1,0,0
32,female,56221,high school,7,hiking,1615,suburban,268,257,fall,1,0,0
54,female,35853,master,6,skiing,4220,urban,294,171,summer,0,0,0
30,non-binary,78704,master,5,skiing,2572,urban,0,51,winter,1,0,1
57,non-binary,117113,master,0,skiing,500,rural,175,135,summer,1,0,0
25,female,54798,bachelor,7,hiking,1947,rural,124,249,winter,0,0,1
22,male,59411,high school,1,sunbathing,1156,suburban,284,100,spring,0,1,0
26,female,92164,master,6,skiing,2671,suburban,19,49,fall,0,1,1
18,male,98361,master,6,sunbathing,637,urban,92,111,fall,1,0,0
53,non-binary,68171,master,9,skiing,2581,urban,255,145,winter,0,0,0
52,non-binary,25092,bachelor,8,sunbathing,2302,rural,49,11,fall,1,1,0
19,male,27392,master,9,swimming,1162,urban,89,275,fall,1,0,0
57,female,69930,master,4,sunbathing,2286,suburban,27,128,summer,0,0,0
40,female,61373,doctorate,2,hiking,1530,rural,39,299,spring,1,1,1
26,male,24442,doctorate,3,swimming,1257,suburban,119,46,winter,0,0,0
51,male,67210,bachelor,8,hiking,1133,urban,112,85,winter,0,1,0
63,male,97729,bachelor,3,sunbathing,1207,suburban,268,194,spring,0,1,0
31,male,70374,bachelor,0,sunbathing,4607,rural,199,180,winter,1,0,0
21,female,84870,bachelor,1,skiing,4347,rural,206,154,winter,0,0,0
47,non-binary,89350,bachelor,6,sunbathing,3771,suburban,176,207,fall,0,0,0
48,female,47905,doctorate,8,swimming,2725,urban,218,184,summer,1,1,0
55,male,74335,doctorate,7,hiking,2450,rural,261,262,winter,0,1,1
28,female,65661,bachelor,0,swimming,2734,rural,172,266,summer,0,1,0
52,male,44303,bachelor,3,skiing,2566,suburban,75,213,spring,1,0,1
25,male,112542,doctorate,8,sunbathing,549,rural,178,6,fall,1,0,0
20,male,106173,doctorate,3,hiking,3006,rural,7,121,winter,1,1,1
31,male,22148,doctorate,3,hiking,4288,rural,64,54,spring,0,1,0
30,female,23746,doctorate,7,sunbathing,3375,suburban,130,184,fall,0,0,0
62,male,34969,bachelor,5,hiking,4396,urban,154,224,winter,1,0,1
49,female,105221,doctorate,2,sunbathing,2220,suburban,58,37,summer,1,1,0
51,female,77572,bachelor,7,sunbathing,1979,rural,289,100,fall,1,1,0
62,non-binary,41073,master,4,sunbathing,4344,suburban,79,211,summer,0,0,0
36,female,60765,doctorate,1,skiing,2345,urban,152,112,spring,0,0,0
55,non-binary,119815,high school,8,hiking,3884,urban,280,136,summer,1,0,0
33,non-binary,27788,master,8,hiking,558,suburban,101,76,fall,0,0,0
19,non-binary,71765,doctorate,7,skiing,4087,urban,246,40,fall,0,0,0
57,female,99329,bachelor,1,swimming,4179,suburban,163,29,summer,1,0,0
34,non-binary,72336,doctorate,0,sunbathing,991,suburban,202,291,winter,1,1,0
51,male,106565,master,9,sunbathing,1399,suburban,172,50,spring,0,1,0
59,female,76605,bachelor,4,swimming,3575,rural,164,50,winter,1,0,0
33,male,40499,doctorate,0,swimming,4771,suburban,48,199,winter,0,1,0
55,female,22511,doctorate,2,hiking,3343,urban,92,127,spring,1,0,1
19,non-binary,93283,doctorate,1,hiking,1120,rural,163,49,summer,1,0,0
19,non-binary,85391,doctorate,9,sunbathing,3471,rural,112,13,winter,1,1,0
43,female,81645,high school,2,skiing,3189,suburban,30,55,spring,0,0,1
30,non-binary,107560,high school,1,sunbathing,1533,urban,17,285,summer,0,1,0
64,male,60683,doctorate,8,skiing,1966,rural,188,191,fall,1,0,1
48,male,116010,bachelor,7,sunbathing,1858,suburban,211,153,fall,0,1,0
51,non-binary,95741,bachelor,4,swimming,1647,urban,50,21,spring,1,0,0
56,female,119526,master,1,swimming,4113,urban,172,219,winter,1,1,0
20,female,95064,master,7,skiing,3076,rural,295,207,summer,1,0,0
25,male,36272,bachelor,0,sunbathing,3382,urban,208,62,winter,1,1,0
40,non-binary,33580,high school,9,hiking,1799,rural,21,208,winter,1,0,1
31,non-binary,63578,master,1,swimming,2384,urban,34,63,fall,1,0,0
44,male,117070,master,0,hiking,1485,urban,173,13,summer,0,0,0
46,female,60697,high school,3,sunbathing,4060,suburban,187,199,fall,0,0,0
56,non-binary,45979,high school,1,sunbathing,1607,urban,288,76,fall,1,1,0
56,female,92223,master,4,swimming,2179,suburban,0,126,winter,0,0,0
18,female,57815,bachelor,5,skiing,1566,urban,109,35,spring,0,0,0
34,male,61410,high school,8,swimming,4741,urban,260,113,fall,1,1,0
58,female,37802,master,1,swimming,2283,rural,250,289,summer,0,1,0
47,male,39317,bachelor,9,skiing,3330,rural,140,63,winter,1,1,0
30,non-binary,63449,bachelor,0,hiking,3858,rural,247,138,fall,0,1,0
38,female,118099,bachelor,1,hiking,1182,suburban,64,23,winter,1,1,0
36,male,117436,doctorate,4,hiking,2975,suburban,202,168,winter,0,1,0
36,male,96929,master,0,skiing,2502,urban,149,164,spring,1,1,1
42,female,21258,doctorate,9,sunbathing,531,rural,26,32,winter,1,1,0
39,male,31715,doctorate,5,hiking,1347,suburban,289,97,winter,0,1,0
48,non-binary,118271,master,8,skiing,643,rural,282,243,spring,1,0,0
34,female,23120,doctorate,3,skiing,4211,rural,187,154,fall,0,1,0
40,non-binary,92048,high school,2,swimming,1502,urban,75,245,summer,0,1,0
49,male,61364,high school,2,skiing,2832,suburban,253,265,fall,1,0,1
27,non-binary,35468,bachelor,3,hiking,4688,rural,168,217,spring,1,1,1
27,male,76012,bachelor,6,hiking,2709,suburban,283,53,winter,1,1,0
53,male,115327,master,8,sunbathing,2396,suburban,244,113,winter,0,1,0
25,non-binary,78866,master,9,swimming,3852,rural,256,239,spring,1,1,0
69,female,72098,high school,0,sunbathing,1859,urban,187,85,fall,1,1,0
37,female,99401,high school,6,hiking,2699,rural,276,158,spring,0,1,0
49,female,25807,master,8,sunbathing,3834,suburban,69,84,winter,1,0,0
67,non-binary,53907,bachelor,0,skiing,3929,suburban,35,50,spring,1,1,1
31,non-binary,73598,doctorate,4,swimming,1043,urban,69,37,summer,1,0,0
67,non-binary,87197,bachelor,6,skiing,4749,rural,246,199,spring,0,0,0
45,non-binary,54390,high school,1,hiking,3281,urban,215,27,winter,0,1,0
63,female,44132,high school,1,skiing,695,urban,161,139,winter,1,1,0
69,female,75808,bachelor,2,skiing,2693,rural,87,34,fall,0,0,0
41,male,106863,master,9,skiing,4632,suburban,253,226,summer,0,0,0
32,non-binary,57066,bachelor,6,swimming,3303,suburban,63,124,fall,1,1,0
39,female,109700,bachelor,7,swimming,901,rural,105,11,winter,0,1,0
47,female,81263,bachelor,0,sunbathing,3765,rural,198,242,winter,0,1,0
21,female,37082,high school,3,hiking,975,rural,266,112,fall,1,1,0
30,female,79723,bachelor,6,hiking,3563,suburban,291,176,winter,0,1,0
40,female,67851,bachelor,0,hiking,3976,urban,95,289,fall,0,0,1
25,female,110230,bachelor,1,swimming,1948,rural,154,32,fall,1,0,0
35,non-binary,107344,bachelor,0,sunbathing,1684,suburban,33,124,spring,1,1,0
29,male,50504,master,8,swimming,1738,rural,144,125,summer,0,1,0
48,male,64773,doctorate,0,swimming,1538,rural,186,36,spring,1,0,0
31,non-binary,82651,master,5,swimming,4126,suburban,29,142,spring,0,0,0
51,female,70375,doctorate,6,swimming,1013,suburban,88,179,fall,1,0,0
35,non-binary,33511,high school,7,hiking,1645,urban,47,144,spring,1,1,1
51,female,50584,doctorate,6,hiking,1641,suburban,120,80,summer,0,1,0
28,female,43316,bachelor,3,sunbathing,1929,rural,41,89,spring,0,0,0
58,female,69191,master,1,swimming,1722,suburban,34,299,winter,1,0,0
29,female,35303,high school,4,swimming,3738,suburban,280,250,winter,0,0,0
66,female,43388,bachelor,0,sunbathing,2049,suburban,149,100,spring,1,1,0
32,non-binary,95341,bachelor,0,swimming,1714,suburban,83,83,spring,1,1,0
48,non-binary,95209,bachelor,9,swimming,3526,urban,75,17,fall,0,0,0
66,male,113914,bachelor,3,sunbathing,4846,suburban,206,98,winter,0,0,0
46,female,72391,doctorate,5,sunbathing,2777,suburban,106,101,summer,1,0,0
43,non-binary,93626,master,9,skiing,1495,urban,104,114,summer,0,0,1
35,non-binary,30087,master,6,sunbathing,3165,suburban,193,137,fall,1,1,0
49,female,33561,bachelor,3,sunbathing,1868,suburban,14,81,summer,0,1,0
39,female,53250,bachelor,2,sunbathing,2110,urban,267,288,summer,1,0,0
55,non-binary,32707,high school,0,skiing,2459,rural,229,202,spring,1,0,0
34,female,114242,master,8,skiing,2204,urban,26,171,summer,0,1,1
40,non-binary,25620,doctorate,8,swimming,1049,rural,162,167,summer,0,0,0
41,male,83316,bachelor,1,hiking,3540,suburban,184,243,summer,1,1,1
67,female,20292,high school,7,skiing,768,rural,288,100,summer,1,1,0
25,male,110251,high school,8,swimming,3431,urban,33,111,fall,1,1,0
58,male,78801,bachelor,5,skiing,1054,suburban,171,239,fall,1,1,1
23,male,56760,master,1,swimming,1043,rural,199,122,spring,0,1,0
22,female,96763,doctorate,2,swimming,2293,urban,24,66,winter,1,1,0
61,male,110942,doctorate,8,sunbathing,2993,rural,248,179,fall,0,1,0
46,non-binary,46998,high school,4,hiking,1958,suburban,15,166,spring,0,1,1
45,non-binary,61463,high school,3,hiking,2071,rural,100,129,summer,0,1,1
28,female,30705,high school,5,swimming,3247,suburban,163,255,summer,1,1,0
18,female,113449,high school,1,skiing,4808,rural,195,176,fall,1,0,0
60,male,93529,high school,7,swimming,4902,rural,196,126,fall,1,0,0
36,female,118406,doctorate,6,hiking,3092,rural,188,179,summer,1,0,0
26,non-binary,25634,doctorate,0,skiing,2812,rural,288,286,winter,1,1,0
44,non-binary,32996,bachelor,8,skiing,899,urban,145,286,fall,1,1,1
51,non-binary,111958,high school,6,swimming,1750,suburban,29,97,summer,1,0,0
61,female,79275,master,1,swimming,2816,urban,282,292,winter,0,1,0
21,non-binary,99821,master,1,swimming,4364,urban,207,136,fall,1,0,0
53,female,48972,doctorate,2,hiking,2412,suburban,128,235,summer,1,1,1
35,male,23752,high school,9,hiking,1341,suburban,272,133,winter,0,0,0
32,non-binary,88959,high school,3,skiing,4972,urban,112,65,spring,0,1,0
68,male,115776,high school,9,swimming,3653,rural,158,270,winter,0,0,0
30,non-binary,90109,bachelor,7,swimming,4944,suburban,203,188,summer,1,1,0
36,non-binary,66597,high school,1,sunbathing,1182,suburban,183,142,summer,0,1,0
66,non-binary,73726,doctorate,4,swimming,1896,suburban,83,32,spring,1,1,0
23,male,36257,bachelor,6,swimming,604,rural,30,64,fall,0,1,0
65,non-binary,104015,doctorate,0,hiking,2249,rural,220,128,spring,1,1,0
29,male,60671,doctorate,6,hiking,2638,suburban,227,181,winter,1,0,0
68,female,79192,doctorate,4,swimming,3946,suburban,267,50,fall,1,1,0
54,non-binary,62052,doctorate,2,sunbathing,3577,urban,214,108,summer,1,0,0
34,non-binary,117711,doctorate,9,swimming,4373,suburban,67,146,summer,0,0,0
40,male,96328,high school,1,sunbathing,3574,urban,95,210,winter,1,1,0
43,non-binary,76847,bachelor,9,sunbathing,1723,rural,168,186,winter,0,1,0
46,female,41683,doctorate,7,skiing,3772,suburban,247,258,fall,0,1,1
50,non-binary,71979,bachelor,3,sunbathing,4655,rural,107,119,winter,0,0,0
44,female,96046,high school,1,swimming,957,suburban,138,273,summer,0,1,0
42,female,28404,high school,9,skiing,3368,urban,285,206,winter,0,1,0
27,non-binary,102276,high school,3,sunbathing,3499,urban,111,243,fall,0,1,0
64,non-binary,44084,high school,2,swimming,2665,suburban,269,254,spring,0,0,0
40,female,41200,doctorate,9,swimming,3195,rural,151,126,fall,0,1,0
38,female,75027,bachelor,9,hiking,4954,rural,50,66,winter,1,1,1
38,female,70331,high school,0,sunbathing,1071,suburban,124,260,summer,1,1,0
60,non-binary,57672,master,8,hiking,3349,urban,7,209,winter,0,1,1
30,male,21920,master,3,sunbathing,4507,rural,260,154,spring,1,1,0
54,non-binary,62046,doctorate,2,skiing,4547,rural,44,175,spring,0,1,1
50,male,113602,high school,3,sunbathing,4051,suburban,181,1,winter,0,1,0
41,male,113615,bachelor,6,skiing,4479,rural,94,161,spring,1,0,1
61,non-binary,79882,master,9,skiing,2029,suburban,245,54,spring,1,1,0
28,male,27206,doctorate,0,swimming,1551,urban,126,45,spring,0,1,0
34,female,104446,bachelor,6,hiking,1827,rural,224,165,fall,0,1,0
21,non-binary,112325,doctorate,2,sunbathing,4628,suburban,35,47,fall,1,0,0
64,male,38454,doctorate,4,hiking,4345,suburban,253,220,fall,1,1,0
42,female,86443,high school,9,skiing,1334,urban,268,295,summer,1,1,1
47,male,39717,doctorate,0,hiking,740,suburban,183,134,summer,1,1,0
26,male,67831,doctorate,0,skiing,1183,urban,86,133,winter,1,1,1
38,female,33409,high school,1,skiing,3505,urban,299,269,fall,0,1,0
37,female,114726,high school,8,sunbathing,2158,rural,222,81,winter,0,0,0
36,non-binary,66898,master,9,sunbathing,2397,suburban,74,1,spring,0,0,0
36,male,22317,doctorate,8,swimming,4311,suburban,43,263,summer,0,0,0
29,non-binary,58627,high school,3,skiing,2296,urban,204,25,summer,1,0,0
54,non-binary,48397,bachelor,5,sunbathing,4776,suburban,221,89,winter,1,1,0
59,male,101558,bachelor,7,sunbathing,1006,suburban,226,265,spring,0,1,0
34,male,23345,bachelor,0,skiing,4650,urban,153,113,spring,0,1,0
54,non-binary,69372,doctorate,1,swimming,1487,suburban,61,263,fall,0,1,0
65,female,47928,high school,2,hiking,1100,urban,110,250,summer,0,1,1
56,non-binary,34880,bachelor,2,skiing,4193,suburban,73,233,spring,1,0,1
45,male,22610,master,9,skiing,1621,urban,298,246,spring,1,0,0
58,female,83447,master,6,skiing,2316,suburban,55,239,winter,0,1,1
52,non-binary,90449,bachelor,8,sunbathing,2690,suburban,48,42,fall,1,0,0
64,male,23732,master,5,hiking,4246,suburban,142,92,summer,1,1,0
65,female,51718,bachelor,6,swimming,4595,urban,226,213,spring,1,1,0
35,female,86110,master,8,sunbathing,1820,rural,139,119,fall,1,0,0
31,female,50841,doctorate,9,sunbathing,4871,rural,160,169,fall,0,1,0
52,male,109455,master,1,swimming,1261,suburban,151,168,fall,0,1,0
61,non-binary,88122,high school,6,swimming,3610,rural,29,86,spring,1,1,0
58,male,51952,bachelor,4,swimming,1151,urban,73,120,winter,0,1,0
24,male,115220,doctorate,1,sunbathing,3265,suburban,16,194,summer,1,1,0
58,female,37682,bachelor,9,sunbathing,1932,suburban,57,41,spring,0,0,0
30,non-binary,31488,master,8,skiing,2690,rural,74,123,winter,0,1,1
35,female,28249,master,4,swimming,1995,suburban,144,29,fall,1,1,0
54,male,74010,doctorate,0,skiing,4653,suburban,104,203,winter,0,0,1
30,female,104207,high school,4,hiking,2391,rural,270,129,winter,0,0,0
53,male,37907,bachelor,2,sunbathing,2492,urban,154,157,winter,1,1,0
48,male,74534,high school,6,skiing,3864,rural,117,23,spring,1,1,0
19,male,92670,master,3,hiking,600,urban,205,267,summer,1,1,1
33,female,38830,master,1,hiking,4038,suburban,12,202,winter,0,1,1
26,non-binary,56844,high school,0,swimming,2697,urban,34,54,summer,0,0,0
26,female,34817,master,2,swimming,2414,urban,87,235,fall,0,1,0
55,male,88014,doctorate,8,hiking,4801,rural,225,111,summer,0,0,0
28,female,87629,master,3,sunbathing,2337,suburban,17,189,fall,1,1,0
39,male,28024,doctorate,3,skiing,1608,rural,13,228,summer,0,0,1
50,non-binary,62991,bachelor,3,swimming,634,suburban,150,20,spring,0,1,0
53,non-binary,29930,master,4,skiing,3064,rural,281,218,winter,0,0,0
62,male,60491,bachelor,0,skiing,2613,urban,151,137,summer,0,1,0
40,non-binary,70246,master,9,skiing,4932,suburban,201,114,summer,0,1,0
62,male,106583,bachelor,0,swimming,1298,rural,172,234,fall,0,1,0
62,female,46755,doctorate,3,sunbathing,3267,suburban,291,48,summer,1,0,0
51,female,116548,doctorate,9,sunbathing,4213,rural,138,117,fall,0,1,0
26,non-binary,94585,doctorate,6,hiking,2036,rural,134,78,winter,0,1,0
41,non-binary,41364,master,9,sunbathing,1565,urban,45,117,summer,1,0,0
25,male,117615,bachelor,2,hiking,1864,rural,144,178,summer,1,1,1
24,non-binary,115848,doctorate,7,hiking,1462,rural,223,32,summer,1,0,0
53,non-binary,41550,bachelor,1,hiking,2204,rural,293,221,fall,0,1,0
35,non-binary,83517,bachelor,6,skiing,4579,rural,55,48,summer,0,1,0
20,male,52373,doctorate,0,swimming,4607,suburban,129,276,fall,0,1,0
45,female,76365,doctorate,8,sunbathing,662,suburban,190,110,winter,0,0,0
23,male,55663,bachelor,6,sunbathing,4612,rural,230,129,spring,1,0,0
61,male,119909,doctorate,5,hiking,4815,urban,20,219,fall,1,0,1
61,non-binary,21568,high school,9,skiing,4391,suburban,226,119,winter,0,1,0
38,female,105774,bachelor,9,sunbathing,2246,urban,151,207,spring,0,0,0
45,male,48107,master,5,skiing,2738,rural,271,91,winter,1,0,0
57,non-binary,63902,high school,8,sunbathing,2490,urban,167,194,winter,0,0,0
18,male,56951,master,4,swimming,762,urban,243,47,summer,0,0,0
53,non-binary,82503,doctorate,9,skiing,1107,suburban,270,108,summer,0,1,0
38,female,51263,doctorate,5,skiing,3978,rural,171,269,summer,1,1,1
60,female,26632,doctorate,8,hiking,3262,suburban,117,96,winter,0,0,0
52,non-binary,81536,master,7,swimming,1574,rural,290,150,spring,1,1,0
30,male,51343,high school,2,swimming,2601,rural,61,129,winter,0,1,0
66,male,106765,bachelor,5,sunbathing,2940,suburban,269,298,spring,1,1,0
27,female,69675,high school,3,skiing,4758,urban,246,106,winter,0,1,0
61,male,30510,master,6,sunbathing,3657,suburban,143,248,spring,1,0,0
64,non-binary,107226,doctorate,7,sunbathing,3819,suburban,297,201,fall,1,0,0
27,non-binary,114791,high school,7,hiking,3562,rural,33,293,winter,1,0,1
63,non-binary,101667,bachelor,4,swimming,4426,suburban,124,197,winter,0,0,0
30,female,32314,bachelor,8,hiking,2190,suburban,36,211,summer,1,0,1
54,female,96900,high school,0,hiking,715,urban,282,66,spring,1,1,0
55,female,27609,doctorate,2,skiing,3218,suburban,160,277,summer,1,1,1
41,non-binary,94420,master,2,swimming,4601,rural,199,199,spring,0,1,0
19,female,36934,bachelor,8,sunbathing,4278,urban,204,38,summer,1,1,0
39,non-binary,101294,bachelor,0,skiing,560,suburban,250,132,fall,0,0,0
34,male,104242,master,0,hiking,4018,suburban,12,191,summer,0,0,1
53,female,69165,high school,9,skiing,3599,suburban,254,170,spring,0,0,0
31,male,39782,doctorate,7,hiking,766,urban,168,27,summer,1,0,0
27,male,21953,doctorate,5,hiking,2116,urban,28,43,fall,0,0,1
52,female,70812,bachelor,4,skiing,3694,urban,53,189,fall,1,1,1
42,female,41272,doctorate,3,sunbathing,3275,urban,0,30,spring,1,1,0
20,male,86984,master,6,sunbathing,3459,suburban,164,128,fall,0,1,0
64,male,115832,high school,0,sunbathing,2290,urban,265,262,summer,0,1,0
55,male,89425,doctorate,3,hiking,3727,rural,153,106,fall,1,0,0
34,non-binary,56974,master,0,swimming,1568,urban,94,109,summer,1,0,0
29,male,107721,doctorate,4,sunbathing,3270,rural,99,23,spring,0,0,0
69,non-binary,119171,master,6,swimming,3662,urban,149,13,spring,1,1,0
41,female,84961,master,5,hiking,2052,urban,206,189,spring,0,1,0
46,male,68661,doctorate,3,hiking,2439,suburban,292,185,summer,0,0,0
60,female,50363,doctorate,5,hiking,3396,suburban,281,205,fall,1,0,0
42,male,37254,high school,5,sunbathing,2610,urban,146,149,spring,0,1,0
53,female,28408,high school,1,hiking,3471,rural,179,55,winter,1,1,0
43,male,53280,master,3,sunbathing,4116,rural,292,247,fall,1,1,0
55,non-binary,34742,doctorate,3,sunbathing,3627,rural,115,231,summer,0,1,0
